loss,accuracy,precision,recall,prc,val_loss,val_accuracy,val_precision,val_recall,val_prc,lr,epoch
13.651822090148926,0.2622767984867096,0.5003750920295715,0.09925594925880432,0.24468421936035156,3.1850738525390625,0.06666667014360428,0.0,0.0,0.06634001433849335,0.0001,1
10.86410903930664,0.44732141494750977,0.6452382802963257,0.2714657783508301,0.46823903918266296,2.3158929347991943,0.37013888359069824,0.48296743631362915,0.22152778506278992,0.35086873173713684,0.0001,2
9.545574188232422,0.5366815328598022,0.7063513994216919,0.3756696283817291,0.582796037197113,1.797622799873352,0.5034722089767456,0.6428999304771423,0.3725694417953491,0.5498707294464111,0.0001,3
8.70312213897705,0.5966145992279053,0.7502195239067078,0.4449404776096344,0.6549988985061646,1.774425745010376,0.5104166865348816,0.6431844234466553,0.3899305462837219,0.561301052570343,0.0001,4
8.09222412109375,0.6395833492279053,0.7779966592788696,0.49959078431129456,0.7042921185493469,1.6194096803665161,0.5666666626930237,0.6804393529891968,0.45173612236976624,0.6228358149528503,0.0001,5
7.534816265106201,0.6774553656578064,0.8066228032112122,0.5428199172019958,0.7492207884788513,1.6358630657196045,0.5701388716697693,0.710481584072113,0.43541666865348816,0.6299082040786743,0.0001,6
7.0863213539123535,0.7093005776405334,0.8278372883796692,0.5837053656578064,0.7868435382843018,1.4951552152633667,0.6309027671813965,0.7568134069442749,0.5013889074325562,0.6956669092178345,0.0001,7
6.651975154876709,0.7401413917541504,0.8444143533706665,0.6265252828598022,0.8196792602539062,1.364615559577942,0.6822916865348816,0.7876878380775452,0.5642361044883728,0.7481995224952698,0.0001,8
6.314367294311523,0.7696428298950195,0.8665558099746704,0.6590401530265808,0.847877025604248,1.410063624382019,0.6486111283302307,0.7501232028007507,0.5284722447395325,0.7212080955505371,0.0001,9
6.001039981842041,0.7922247052192688,0.8823166489601135,0.692001461982727,0.8718422055244446,1.4588427543640137,0.6402778029441833,0.7482286095619202,0.550000011920929,0.7032560110092163,0.0001,10
5.775793075561523,0.8060640096664429,0.8893161416053772,0.7140997052192688,0.888231635093689,1.3822077512741089,0.6770833134651184,0.7646524310112,0.5843750238418579,0.7434411644935608,0.0001,11
5.486027240753174,0.8333705067634583,0.906394362449646,0.7446056604385376,0.9096691012382507,1.417551875114441,0.6538194417953491,0.7903307676315308,0.5392361283302307,0.732935905456543,0.0001,12
5.261247158050537,0.852157711982727,0.9182815551757812,0.7721354365348816,0.9263721704483032,1.3313168287277222,0.7024305462837219,0.7776793837547302,0.6097221970558167,0.7669788599014282,0.0001,13
5.1063971519470215,0.8648437261581421,0.9272154569625854,0.7886160612106323,0.9364767074584961,1.307240605354309,0.7170138955116272,0.7819035649299622,0.6361111402511597,0.7636822462081909,0.0001,14
4.978847980499268,0.8763392567634583,0.9363266825675964,0.805282711982727,0.9460176825523376,1.2632274627685547,0.731249988079071,0.8061846494674683,0.6427083611488342,0.8028870820999146,0.0001,15
4.834626197814941,0.8925967216491699,0.9425727128982544,0.8243303298950195,0.9553513526916504,1.2841579914093018,0.722569465637207,0.8036175966262817,0.6479166746139526,0.7937010526657104,0.0001,16
4.724606037139893,0.9022693634033203,0.9476763606071472,0.8375372290611267,0.9624318480491638,1.3387012481689453,0.7041666507720947,0.7927321791648865,0.6135416626930237,0.7740856409072876,0.0001,17
4.657114505767822,0.9082217216491699,0.9518147706985474,0.8487723469734192,0.9666071534156799,1.4735239744186401,0.6513888835906982,0.7677165269851685,0.5416666865348816,0.7124419808387756,0.0001,18
4.565222263336182,0.918936014175415,0.9579839110374451,0.8626487851142883,0.9724430441856384,1.3140015602111816,0.7142361402511597,0.8259259462356567,0.6194444298744202,0.7877545356750488,0.0001,19
4.4313459396362305,0.9325149059295654,0.9658644199371338,0.8779017925262451,0.9795165657997131,1.33017897605896,0.7041666507720947,0.7937078475952148,0.613194465637207,0.7639363408088684,0.0001,20
4.385799884796143,0.9382068514823914,0.9691651463508606,0.887499988079071,0.9815768599510193,1.2922015190124512,0.7222222089767456,0.8119348883628845,0.6236110925674438,0.7947962880134583,0.0001,21
4.324831962585449,0.9428943395614624,0.971121609210968,0.8944940567016602,0.9840214252471924,1.1961525678634644,0.762499988079071,0.8547461628913879,0.6722221970558167,0.8348227739334106,0.0001,22
4.274880886077881,0.9469494223594666,0.9724417328834534,0.9018601179122925,0.9865711331367493,1.2058465480804443,0.7434027791023254,0.8424988985061646,0.6649305820465088,0.8291460871696472,0.0001,23
4.185707092285156,0.9555431604385376,0.9790763258934021,0.9156622290611267,0.9905137419700623,1.1502591371536255,0.7739583253860474,0.8533389568328857,0.7010416388511658,0.8542463183403015,0.0001,24
4.174867630004883,0.95703125,0.9792328476905823,0.9174479246139526,0.9906047582626343,1.2216976881027222,0.7347221970558167,0.8231203556060791,0.6576389074325562,0.8171513676643372,0.0001,25
4.1747589111328125,0.9569568634033203,0.979356050491333,0.9177455306053162,0.9907158017158508,1.4048823118209839,0.6812499761581421,0.8024174571037292,0.5993055701255798,0.7468549609184265,0.0001,26
4.093455791473389,0.9636532664299011,0.9825833439826965,0.9276785850524902,0.9927573204040527,1.1753209829330444,0.7600694298744202,0.8591111302375793,0.6711805462837219,0.8419954776763916,0.0001,27
4.11368989944458,0.964657723903656,0.9830521941184998,0.9279018044471741,0.9931900501251221,1.1789493560791016,0.7708333134651184,0.8322175741195679,0.690625011920929,0.8342528343200684,0.0001,28
4.049880027770996,0.9683407545089722,0.9850202202796936,0.9344866275787354,0.9945880174636841,1.3625551462173462,0.6875,0.8006535768508911,0.5954861044883728,0.7673696875572205,0.0001,29
3.9786312580108643,0.9747768044471741,0.9882696866989136,0.9434151649475098,0.9963082671165466,1.2929116487503052,0.7215277552604675,0.811738133430481,0.6243055462837219,0.7918800115585327,0.0001,30
3.9968061447143555,0.9723958373069763,0.9869036674499512,0.9419642686843872,0.9955593943595886,1.2167288064956665,0.746874988079071,0.8307017683982849,0.6576389074325562,0.8149800300598145,0.0001,31
3.9677445888519287,0.9752976298332214,0.9884803295135498,0.9481026530265808,0.9964801073074341,1.0813435316085815,0.8038194179534912,0.8897872567176819,0.7260416746139526,0.8793096542358398,0.0001,32
3.91219425201416,0.979687511920929,0.9909572005271912,0.9539806842803955,0.9976403713226318,1.1904470920562744,0.7569444179534912,0.8369283676147461,0.6736111044883728,0.8257246613502502,0.0001,33
3.9101192951202393,0.9799851179122925,0.9902377128601074,0.9547247290611267,0.9972712397575378,1.181386947631836,0.7614583373069763,0.846187174320221,0.6781250238418579,0.8345602750778198,0.0001,34
3.886455535888672,0.9815104007720947,0.9913833141326904,0.9587797522544861,0.9977352023124695,1.398637056350708,0.6861110925674438,0.8150095343589783,0.5920138955116272,0.7546283006668091,0.0001,35
3.877304792404175,0.9821800589561462,0.9917358756065369,0.9598586559295654,0.9980428218841553,1.0844279527664185,0.796875,0.8666666746139526,0.7222222089767456,0.8724092245101929,0.0001,36
3.830327272415161,0.984561026096344,0.9930669665336609,0.9645089507102966,0.9981338977813721,1.1334247589111328,0.7798610925674438,0.8597323894500732,0.6916666626930237,0.8548721075057983,0.0001,37
3.8431055545806885,0.9841517806053162,0.9928209185600281,0.962090790271759,0.998245358467102,1.2258328199386597,0.7517361044883728,0.8432670831680298,0.6631944179534912,0.8264469504356384,0.0001,38
3.823064088821411,0.9852678775787354,0.9930340051651001,0.965215802192688,0.9983655214309692,1.155245304107666,0.7809028029441833,0.8572664260864258,0.6881944537162781,0.8460917472839355,0.0001,39
